"country","year","sex","age","sucides_100k_pop","gdp_per_capita"
"Antigua and Barbuda",2008,"female","35-54 years","0","16238"
"Antigua and Barbuda",2008,"female","5-14 years","0","16238"
"Antigua and Barbuda",2008,"female","55-74 years","0","16238"
"Antigua and Barbuda",2008,"female","75+ years","0","16238"
"Antigua and Barbuda",2008,"male","15-24 years","0","16238"
"Antigua and Barbuda",2008,"male","25-34 years","0","16238"
"Antigua and Barbuda",2008,"male","35-54 years","0","16238"
"Antigua and Barbuda",2008,"male","5-14 years","0","16238"
"Antigua and Barbuda",2008,"male","55-74 years","0","16238"
"Antigua and Barbuda",2008,"male","75+ years","0","16238"
"Antigua and Barbuda",2009,"female","15-24 years","0","14335"
"Antigua and Barbuda",2009,"female","25-34 years","0","14335"
"Antigua and Barbuda",2009,"female","35-54 years","0","14335"
"Antigua and Barbuda",2009,"female","5-14 years","0","14335"
"Antigua and Barbuda",2009,"female","55-74 years","0","14335"
"Antigua and Barbuda",2009,"female","75+ years","0","14335"
"Antigua and Barbuda",2009,"male","15-24 years","0","14335"
"Antigua and Barbuda",2009,"male","25-34 years","0","14335"
"Antigua and Barbuda",2009,"male","35-54 years","0","14335"
"Antigua and Barbuda",2009,"male","5-14 years","0","14335"
"Antigua and Barbuda",2009,"male","55-74 years","0","14335"
"Antigua and Barbuda",2009,"male","75+ years","0","14335"
"Antigua and Barbuda",2012,"female","15-24 years","0","13657"
"Antigua and Barbuda",2012,"female","25-34 years","0","13657"
"Antigua and Barbuda",2012,"female","35-54 years","0","13657"
"Antigua and Barbuda",2012,"female","5-14 years","0","13657"
"Antigua and Barbuda",2012,"female","55-74 years","0","13657"
"Antigua and Barbuda",2012,"female","75+ years","0","13657"
"Antigua and Barbuda",2012,"male","15-24 years","0","13657"
"Antigua and Barbuda",2012,"male","25-34 years","0","13657"
"Antigua and Barbuda",2012,"male","35-54 years","0","13657"
"Antigua and Barbuda",2012,"male","5-14 years","0","13657"
"Antigua and Barbuda",2012,"male","55-74 years","0","13657"
"Antigua and Barbuda",2012,"male","75+ years","0","13657"
"Antigua and Barbuda",2013,"female","15-24 years","0","13287"
"Antigua and Barbuda",2013,"female","25-34 years","0","13287"
"Antigua and Barbuda",2013,"female","35-54 years","0","13287"
"Antigua and Barbuda",2013,"female","5-14 years","0","13287"
"Antigua and Barbuda",2013,"female","55-74 years","0","13287"
"Antigua and Barbuda",2013,"female","75+ years","0","13287"
"Antigua and Barbuda",2013,"male","15-24 years","0","13287"
"Antigua and Barbuda",2013,"male","25-34 years","0","13287"
"Antigua and Barbuda",2013,"male","35-54 years","0","13287"
"Antigua and Barbuda",2013,"male","5-14 years","0","13287"
"Antigua and Barbuda",2013,"male","55-74 years","0","13287"
"Antigua and Barbuda",2013,"male","75+ years","0","13287"
"Antigua and Barbuda",2014,"female","15-24 years","0","14093"
"Antigua and Barbuda",2014,"female","25-34 years","0","14093"
"Antigua and Barbuda",2014,"female","35-54 years","0","14093"
"Antigua and Barbuda",2014,"female","5-14 years","0","14093"
"Antigua and Barbuda",2014,"female","55-74 years","0","14093"
"Antigua and Barbuda",2014,"female","75+ years","0","14093"
"Antigua and Barbuda",2014,"male","15-24 years","0","14093"
"Antigua and Barbuda",2014,"male","25-34 years","0","14093"
"Antigua and Barbuda",2014,"male","35-54 years","0","14093"
"Antigua and Barbuda",2014,"male","5-14 years","0","14093"
"Antigua and Barbuda",2014,"male","55-74 years","0","14093"
"Antigua and Barbuda",2014,"male","75+ years","0","14093"
"Antigua and Barbuda",2015,"female","55-74 years","15.62","14853"
"Antigua and Barbuda",2015,"female","15-24 years","0","14853"
"Antigua and Barbuda",2015,"female","25-34 years","0","14853"
"Antigua and Barbuda",2015,"female","35-54 years","0","14853"
"Antigua and Barbuda",2015,"female","5-14 years","0","14853"
"Antigua and Barbuda",2015,"female","75+ years","0","14853"
"Antigua and Barbuda",2015,"male","15-24 years","0","14853"
"Antigua and Barbuda",2015,"male","25-34 years","0","14853"
"Antigua and Barbuda",2015,"male","35-54 years","0","14853"
"Antigua and Barbuda",2015,"male","5-14 years","0","14853"
"Antigua and Barbuda",2015,"male","55-74 years","0","14853"
"Antigua and Barbuda",2015,"male","75+ years","0","14853"
"Argentina",1985,"male","75+ years","55.65","3264"
"Argentina",1985,"male","55-74 years","24.29","3264"
"Argentina",1985,"male","35-54 years","12.37","3264"
"Argentina",1985,"female","55-74 years","9.11","3264"
"Argentina",1985,"male","25-34 years","7.92","3264"
"Argentina",1985,"female","75+ years","7.64","3264"
"Argentina",1985,"male","15-24 years","6.46","3264"
"Argentina",1985,"female","35-54 years","4.23","3264"
"Argentina",1985,"female","25-34 years","2.97","3264"
"Argentina",1985,"female","15-24 years","2.93","3264"
"Argentina",1985,"male","5-14 years","0.53","3264"
"Argentina",1985,"female","5-14 years","0.37","3264"
"Argentina",1986,"male","75+ years","63.01","4072"
"Argentina",1986,"male","55-74 years","26.39","4072"
"Argentina",1986,"male","35-54 years","14.2","4072"
"Argentina",1986,"male","25-34 years","9.3","4072"
"Argentina",1986,"female","75+ years","8.89","4072"
"Argentina",1986,"female","55-74 years","8.67","4072"
"Argentina",1986,"male","15-24 years","7.66","4072"
"Argentina",1986,"female","35-54 years","5.57","4072"
"Argentina",1986,"female","25-34 years","4.37","4072"
"Argentina",1986,"female","15-24 years","4.27","4072"
"Argentina",1986,"male","5-14 years","0.33","4072"
"Argentina",1986,"female","5-14 years","0.24","4072"
"Argentina",1987,"male","75+ years","54.08","4026"
"Argentina",1987,"male","55-74 years","26.15","4026"
"Argentina",1987,"male","35-54 years","14.14","4026"
"Argentina",1987,"female","75+ years","10.42","4026"
"Argentina",1987,"female","55-74 years","9.54","4026"
"Argentina",1987,"male","25-34 years","8.44","4026"
"Argentina",1987,"male","15-24 years","7.27","4026"
"Argentina",1987,"female","35-54 years","6.11","4026"
"Argentina",1987,"female","25-34 years","4","4026"
"Argentina",1987,"female","15-24 years","3.88","4026"
"Argentina",1987,"male","5-14 years","0.48","4026"
"Argentina",1987,"female","5-14 years","0.47","4026"
"Argentina",1988,"male","75+ years","55.1","4458"
"Argentina",1988,"male","55-74 years","26.46","4458"
"Argentina",1988,"male","35-54 years","13.62","4458"
"Argentina",1988,"female","75+ years","10.13","4458"
"Argentina",1988,"female","55-74 years","9.66","4458"
"Argentina",1988,"male","25-34 years","9.45","4458"
"Argentina",1988,"male","15-24 years","8.36","4458"
"Argentina",1988,"female","35-54 years","5.64","4458"
"Argentina",1988,"female","15-24 years","4.11","4458"
"Argentina",1988,"female","25-34 years","2.74","4458"
"Argentina",1988,"male","5-14 years","0.62","4458"
"Argentina",1988,"female","5-14 years","0.35","4458"
"Argentina",1989,"male","75+ years","52","2670"
"Argentina",1989,"male","55-74 years","26.03","2670"
"Argentina",1989,"male","35-54 years","12.97","2670"
"Argentina",1989,"female","75+ years","10.45","2670"
"Argentina",1989,"male","25-34 years","9.58","2670"
"Argentina",1989,"female","55-74 years","8.22","2670"
"Argentina",1989,"male","15-24 years","7.22","2670"
"Argentina",1989,"female","35-54 years","4.66","2670"
"Argentina",1989,"female","25-34 years","3.71","2670"
"Argentina",1989,"female","15-24 years","3.19","2670"
"Argentina",1989,"male","5-14 years","0.55","2670"
"Argentina",1989,"female","5-14 years","0.35","2670"
"Argentina",1990,"male","75+ years","54.97","4859"
"Argentina",1990,"male","55-74 years","23.59","4859"
"Argentina",1990,"male","35-54 years","12.13","4859"
"Argentina",1990,"female","75+ years","9.49","4859"
"Argentina",1990,"male","25-34 years","7.92","4859"
"Argentina",1990,"female","55-74 years","7.67","4859"
"Argentina",1990,"male","15-24 years","6.6","4859"
"Argentina",1990,"female","35-54 years","4.5","4859"
"Argentina",1990,"female","15-24 years","3.54","4859"
"Argentina",1990,"female","25-34 years","3.38","4859"
"Argentina",1990,"male","5-14 years","0.67","4859"
"Argentina",1990,"female","5-14 years","0.44","4859"
"Argentina",1991,"male","75+ years","46.46","6404"
"Argentina",1991,"male","55-74 years","21.08","6404"
"Argentina",1991,"male","35-54 years","11.12","6404"
"Argentina",1991,"male","25-34 years","9.4","6404"
"Argentina",1991,"female","75+ years","7.6","6404"
"Argentina",1991,"female","55-74 years","6.74","6404"
"Argentina",1991,"male","15-24 years","6.54","6404"
"Argentina",1991,"female","35-54 years","3.6","6404"
"Argentina",1991,"female","25-34 years","3.33","6404"
"Argentina",1991,"female","15-24 years","2.27","6404"
"Argentina",1991,"male","5-14 years","0.83","6404"
"Argentina",1991,"female","5-14 years","0.27","6404"
"Argentina",1992,"male","75+ years","47.91","7615"
"Argentina",1992,"male","55-74 years","23.25","7615"
"Argentina",1992,"male","35-54 years","13.49","7615"
"Argentina",1992,"male","25-34 years","9.84","7615"
"Argentina",1992,"male","15-24 years","8.79","7615"
"Argentina",1992,"female","75+ years","6.78","7615"
"Argentina",1992,"female","55-74 years","5.79","7615"
"Argentina",1992,"female","35-54 years","3.73","7615"
"Argentina",1992,"female","25-34 years","3.39","7615"
"Argentina",1992,"female","15-24 years","2.84","7615"
"Argentina",1992,"male","5-14 years","0.65","7615"
"Argentina",1992,"female","5-14 years","0.4","7615"
"Argentina",1993,"male","75+ years","55.37","7768"
"Argentina",1993,"male","55-74 years","23.95","7768"
"Argentina",1993,"male","35-54 years","13.48","7768"
"Argentina",1993,"male","25-34 years","9.97","7768"
"Argentina",1993,"female","75+ years","8.3","7768"
"Argentina",1993,"male","15-24 years","8.01","7768"
"Argentina",1993,"female","55-74 years","4.91","7768"
"Argentina",1993,"female","35-54 years","3.77","7768"
"Argentina",1993,"female","25-34 years","3.24","7768"
"Argentina",1993,"female","15-24 years","2.54","7768"
"Argentina",1993,"male","5-14 years","0.74","7768"
"Argentina",1993,"female","5-14 years","0.49","7768"
"Argentina",1994,"male","75+ years","45.38","8328"
"Argentina",1994,"male","55-74 years","23.22","8328"
"Argentina",1994,"male","35-54 years","14.13","8328"
"Argentina",1994,"male","25-34 years","9.54","8328"
"Argentina",1994,"male","15-24 years","8.26","8328"
"Argentina",1994,"female","55-74 years","5.2","8328"
"Argentina",1994,"female","75+ years","4.72","8328"
"Argentina",1994,"female","35-54 years","4.12","8328"
"Argentina",1994,"female","15-24 years","3.3","8328"
"Argentina",1994,"female","25-34 years","3.04","8328"
"Argentina",1994,"male","5-14 years","0.8","8328"
"Argentina",1994,"female","5-14 years","0.34","8328"
"Argentina",1995,"male","75+ years","43.8","8232"
"Argentina",1995,"male","55-74 years","23.26","8232"
"Argentina",1995,"male","35-54 years","12.8","8232"
"Argentina",1995,"male","25-34 years","9.06","8232"
"Argentina",1995,"male","15-24 years","8.9","8232"
"Argentina",1995,"female","75+ years","6.6","8232"
"Argentina",1995,"female","55-74 years","5.1","8232"
"Argentina",1995,"female","35-54 years","3.52","8232"
"Argentina",1995,"female","15-24 years","3.31","8232"
"Argentina",1995,"female","25-34 years","2.59","8232"
"Argentina",1995,"female","5-14 years","0.58","8232"
"Argentina",1995,"male","5-14 years","0.45","8232"
"Argentina",1996,"male","75+ years","42.4","8563"
"Argentina",1996,"male","55-74 years","20.75","8563"
"Argentina",1996,"male","35-54 years","13.62","8563"
"Argentina",1996,"male","25-34 years","9.25","8563"
"Argentina",1996,"male","15-24 years","8.79","8563"
"Argentina",1996,"female","75+ years","7.7","8563"
"Argentina",1996,"female","55-74 years","4.94","8563"
"Argentina",1996,"female","35-54 years","4.38","8563"
"Argentina",1996,"female","15-24 years","3.36","8563"
"Argentina",1996,"female","25-34 years","2.14","8563"
"Argentina",1996,"male","5-14 years","0.42","8563"
"Argentina",1996,"female","5-14 years","0.28","8563"
"Argentina",1997,"male","75+ years","39.78","9057"
"Argentina",1997,"male","55-74 years","20.29","9057"
"Argentina",1997,"male","35-54 years","12.73","9057"
"Argentina",1997,"male","25-34 years","8.66","9057"
"Argentina",1997,"male","15-24 years","8.13","9057"
"Argentina",1997,"female","75+ years","5.5","9057"
"Argentina",1997,"female","55-74 years","4.91","9057"
"Argentina",1997,"female","35-54 years","4.04","9057"
"Argentina",1997,"female","15-24 years","3.57","9057"
"Argentina",1997,"female","25-34 years","2.91","9057"
"Argentina",1997,"male","5-14 years","0.55","9057"
"Argentina",1997,"female","5-14 years","0.33","9057"
"Argentina",1998,"male","75+ years","39.87","9126"
"Argentina",1998,"male","55-74 years","22.77","9126"
"Argentina",1998,"male","35-54 years","12.73","9126"
"Argentina",1998,"male","15-24 years","10.08","9126"
"Argentina",1998,"male","25-34 years","10.05","9126"
"Argentina",1998,"female","75+ years","6","9126"
"Argentina",1998,"female","55-74 years","5.19","9126"
"Argentina",1998,"female","15-24 years","3.56","9126"
"Argentina",1998,"female","35-54 years","3.55","9126"
"Argentina",1998,"female","25-34 years","2.07","9126"
"Argentina",1998,"female","5-14 years","0.6","9126"
"Argentina",1998,"male","5-14 years","0.46","9126"
"Argentina",1999,"male","75+ years","39.55","8546"
"Argentina",1999,"male","55-74 years","23.46","8546"
"Argentina",1999,"male","35-54 years","13.47","8546"
"Argentina",1999,"male","15-24 years","10.82","8546"
"Argentina",1999,"male","25-34 years","10.42","8546"
"Argentina",1999,"female","55-74 years","5.02","8546"
"Argentina",1999,"female","75+ years","4.82","8546"
"Argentina",1999,"female","35-54 years","3.36","8546"
"Argentina",1999,"female","15-24 years","3.13","8546"
"Argentina",1999,"female","25-34 years","1.95","8546"
"Argentina",1999,"male","5-14 years","0.6","8546"
"Argentina",1999,"female","5-14 years","0.59","8546"
"Argentina",2000,"male","75+ years","44.18","8462"
"Argentina",2000,"male","55-74 years","25.8","8462"
"Argentina",2000,"male","35-54 years","14.11","8462"
"Argentina",2000,"male","15-24 years","14","8462"
"Argentina",2000,"male","25-34 years","12.72","8462"
"Argentina",2000,"female","55-74 years","4.82","8462"
"Argentina",2000,"female","75+ years","4.56","8462"
"Argentina",2000,"female","35-54 years","4.09","8462"
"Argentina",2000,"female","15-24 years","3.57","8462"
"Argentina",2000,"female","25-34 years","2.41","8462"
"Argentina",2000,"female","5-14 years","0.62","8462"
"Argentina",2000,"male","5-14 years","0.51","8462"
"Argentina",2001,"male","75+ years","45.66","7900"
"Argentina",2001,"male","55-74 years","27.94","7900"
"Argentina",2001,"male","15-24 years","15.58","7900"
"Argentina",2001,"male","35-54 years","15.08","7900"
"Argentina",2001,"male","25-34 years","14.02","7900"
"Argentina",2001,"female","75+ years","5.83","7900"
"Argentina",2001,"female","15-24 years","5.09","7900"
"Argentina",2001,"female","55-74 years","4.91","7900"
"Argentina",2001,"female","35-54 years","4.88","7900"
"Argentina",2001,"female","25-34 years","3.05","7900"
"Argentina",2001,"male","5-14 years","0.82","7900"
"Argentina",2001,"female","5-14 years","0.7","7900"
"Argentina",2002,"male","75+ years","41.31","2840"
"Argentina",2002,"male","55-74 years","25.76","2840"
"Argentina",2002,"male","15-24 years","16.27","2840"
"Argentina",2002,"male","25-34 years","14.94","2840"
"Argentina",2002,"male","35-54 years","14.77","2840"
"Argentina",2002,"female","55-74 years","6.35","2840"
"Argentina",2002,"female","75+ years","5.73","2840"
"Argentina",2002,"female","15-24 years","4.84","2840"
"Argentina",2002,"female","35-54 years","4.45","2840"
"Argentina",2002,"female","25-34 years","3.28","2840"
"Argentina",2002,"male","5-14 years","1.05","2840"
"Argentina",2002,"female","5-14 years","0.67","2840"
"Argentina",2003,"male","75+ years","46.75","3668"
"Argentina",2003,"male","55-74 years","23.83","3668"
"Argentina",2003,"male","15-24 years","19.15","3668"
